id_contrato,id_cliente,mes,beneficio,limite,gastado
6591,6591,11,1440.56,1500,23.41
6669,6669,11,2291.25,2400,14.24
6693,6693,11,1153.94,1200,0.0
6777,6777,11,541.67,600,8.33
6646,6646,11,1136.71,3200,41.45
6675,6675,11,2013.1,2100,17.48
6708,6708,11,822.96,1200,218.45
6712,6712,11,1173.99,1200,0.0
6732,6732,11,1973.32,2100,49.41
6735,6735,11,2270.41,2500,79.59
6783,6783,11,1171.97,1200,9.74
6773,6773,11,1144.42,1200,5.58
6831,6831,11,2512.07,2700,114.3
6870,6870,11,1423.97,1500,37.5
6951,6951,11,559.61,600,20.39
6955,6955,11,1665.14,1800,134.86
6958,6958,11,574.22,600,5.22
6967,6967,11,1062.84,1200,120.29
6909,6909,11,1165.28,1200,34.72
6915,6915,11,588.98,600,0.0
7006,7006,11,2027.78,2100,0.14
7056,7056,11,1137.09,1500,262.91
6942,6942,11,1484.62,1500,15.38
6994,6994,11,543.32,600,56.68
6996,6996,11,920.34,1000,48.39
6999,6999,11,1640.12,1800,118.21
7030,7030,11,1007.82,1800,49.57
7053,7053,11,2626.22,2700,4.31
7064,7064,11,2635.28,2700,0.0
7089,7089,11,1574.39,1600,0.0
5752,5752,11,1416.52,1500,0.0
5802,5802,11,490.48,600,49.52
5631,5631,11,1304.46,1500,147.9
5654,5654,11,535.14,600,52.01
5715,5715,11,847.47,900,37.08
5753,5753,11,2005.71,2100,26.42
5762,5762,11,1944.49,2100,109.15
5710,5710,11,1422.05,2100,43.74
5757,5757,11,557.27,600,29.3
5768,5768,11,582.4,600,3.59
5675,5675,11,537.12,600,12.88
5708,5708,11,569.23,600,10.77
5758,5758,11,1089.72,1200,62.28
5855,5855,11,1169.89,1200,2.63
5879,5879,11,2065.14,2100,0.0
5899,5899,11,509.1,600,0.0
5957,5957,11,2123.53,2200,38.29
5849,5849,11,975.8,1000,1.66
5869,5869,11,2237.4,2400,109.62
5873,5873,11,970.51,1000,10.56
5790,5790,11,2037.33,2150,52.67
5852,5852,11,582.82,600,2.62
5857,5857,11,1180.65,1200,0.0
5986,5986,11,1339.4,1500,70.54
6000,6000,11,1146.53,1700,508.4
6009,6009,11,1130.37,1200,42.49
6057,6057,11,1716.6,1800,36.29
5886,5886,11,2844.65,3000,27.97
5894,5894,11,567.23,600,7.77
5918,5918,11,550.98,600,36.2
5920,5920,11,543.74,600,7.44
5951,5951,11,2993.87,3200,107.75
5885,5885,11,526.6,600,33.4
5910,5910,11,504.7,600,65.3
5949,5949,11,502.16,600,47.84
6088,6088,11,583.19,600,3.33
6108,6108,11,481.89,600,107.31
6121,6121,11,625.3,650,7.93
6148,6148,11,1975.41,2100,51.52
6164,6164,11,2700.04,2800,23.0
5972,5972,11,577.89,600,2.11
5962,5962,11,2445.7,3000,434.3
5992,5992,11,1160.93,1200,13.2
6049,6049,11,2135.79,2200,13.98
6010,6010,11,1458.02,1500,9.53
6062,6062,11,3317.07,3400,82.93
6066,6066,11,2005.39,2100,42.64
6109,6109,11,1172.05,1200,8.93
6168,6168,11,1165.52,1200,0.0
6101,6101,11,572.35,600,13.87
6142,6142,11,574.4,600,5.6
6063,6063,11,1374.72,1500,85.32
6099,6099,11,1991.44,2100,44.81
6163,6163,11,918.72,1000,0.0
6111,6111,11,1185.5,1200,0.0
6133,6133,11,2456.15,2500,1.33
6174,6174,11,1471.62,1500,28.38
6203,6203,11,1052.05,3900,1267.95
6204,6204,11,871.1,900,8.71
6318,6318,11,2599.92,2700,28.81
6321,6321,11,2417.58,2500,0.0
6173,6173,11,588.38,600,0.0
6193,6193,11,2332.12,2400,45.1
6214,6214,11,1954.15,2100,78.8
5165,5165,11,1952.5,2000,0.31
5259,5259,11,1123.29,1200,46.35
5281,5281,11,563.98,600,22.44
5296,5296,11,1463.41,1500,1.21
5315,5315,11,2943.14,3100,36.86
5321,5321,11,2650.15,2700,0.44
5120,5120,11,589.21,600,0.0
5183,5183,11,1634.12,1800,111.11
5200,5200,11,1750.2,1900,91.39
5251,5251,11,583.39,600,2.63
5198,5198,11,1628.17,1800,71.83
5232,5232,11,2035.68,2100,29.54
5240,5240,11,1149.14,1200,23.51
5265,5265,11,1171.51,1200,7.44
5279,5279,11,563.68,600,11.32
5298,5298,11,546.06,600,3.94
5334,5334,11,2074.99,2100,0.0
5375,5375,11,1160.22,1200,13.84
5382,5382,11,1157.69,1200,42.31
5236,5236,11,1146.93,1200,27.08
5297,5297,11,995.25,1000,4.75
5319,5319,11,1125.63,1200,40.87
5367,5367,11,1053.65,1200,108.16
5377,5377,11,1145.61,1200,16.81
5379,5379,11,1465.53,1500,0.0
5312,5312,11,1686.03,1800,73.12
5325,5325,11,488.57,600,100.73
5496,5496,11,564.7,600,22.23
5497,5497,11,581.83,600,0.0
5499,5499,11,541.32,600,45.74
5546,5546,11,487.73,600,92.27
5305,5305,11,870.49,1500,609.5
5346,5346,11,1168.04,1200,4.05
5427,5427,11,567.12,600,19.21
5445,5445,11,824.85,900,51.06
5463,5463,11,1465.97,1500,0.0
5467,5467,11,1163.2,1200,0.0
5495,5495,11,1152.71,1200,47.29
5456,5456,11,1939.25,2100,120.58
5556,5556,11,714.03,1000,259.84
5574,5574,11,4994.12,5200,63.36
5434,5434,11,568.16,600,11.84
5451,5451,11,1429.01,1500,32.67
5458,5458,11,1689.44,1800,53.94
5462,5462,11,1928.17,2100,116.16
5465,5465,11,957.85,1000,18.12
5528,5528,11,1774.55,1800,0.0
5536,5536,11,558.86,600,26.26
5541,5541,11,2691.61,3000,158.39
5573,5573,11,1358.12,1800,291.88
5521,5521,11,1371.68,1800,255.54
5527,5527,11,868.09,900,1.91
5674,5674,11,1878.31,2100,165.46
5691,5691,11,2030.57,2100,20.06
5716,5716,11,1170.04,1200,0.0
5534,5534,11,2145.04,2400,180.91
5535,5535,11,1407.81,1500,51.1
5622,5622,11,1337.92,1500,131.53
5605,5605,11,1138.1,1200,21.9
5648,5648,11,809.07,900,67.18
5680,5680,11,1425.47,1500,74.53
5581,5581,11,577.97,600,8.87
5598,5598,11,2473.9,3000,457.95
5609,5609,11,1115.41,1200,59.94
4734,4734,11,2946.21,3000,20.35
4738,4738,11,1149.28,1200,2.72
4766,4766,11,1711.56,1800,38.44
4677,4677,11,573.46,600,12.79
4701,4701,11,1039.15,1200,160.85
4709,4709,11,1164.89,1200,0.0
4686,4686,11,560.5,600,8.84
4700,4700,11,1583.39,1800,116.61
4777,4777,11,560.77,600,0.0
4671,4671,11,1639.93,1800,105.62
4679,4679,11,876.85,900,6.5
4707,4707,11,480.85,600,54.93
4783,4783,11,2022.34,2100,39.42
4830,4830,11,556.55,600,14.49
4836,4836,11,1107.8,1200,66.39
4855,4855,11,585.85,600,0.74
4744,4744,11,2906.51,3100,125.38
4768,4768,11,1452.14,1800,315.58
4881,4881,11,570.78,600,18.69
4890,4890,11,1465.38,1500,5.11
4802,4802,11,1621.65,1800,110.12
4810,4810,11,1531.31,1600,18.69
4844,4844,11,571.71,600,8.29
4859,4859,11,584.16,600,3.5
4871,4871,11,1767.71,1800,0.0
4915,4915,11,1755.78,1800,2.25
4960,4960,11,1726.19,1800,35.2
4973,4973,11,1101.77,1200,70.57
4974,4974,11,1492.04,1600,64.28
4822,4822,11,2566.26,2700,53.74
4853,4853,11,571.38,600,0.0
4860,4860,11,547.04,2100,32.96
4872,4872,11,576.34,600,6.34
4893,4893,11,4717.02,5900,577.99
4905,4905,11,1699.52,1800,28.48
4927,4927,11,1732.53,1800,25.52
4984,4984,11,548.91,600,21.09
4929,4929,11,1148.69,1200,1.31
4941,4941,11,1957.14,2100,92.86
5113,5113,11,1588.74,2100,475.08
4911,4911,11,870.16,1200,0.0
4921,4921,11,575.26,600,10.62
4945,4945,11,1164.98,1200,1.88
4946,4946,11,548.16,600,40.28
4996,4996,11,578.99,600,6.58
4995,4995,11,578.09,600,7.9
5004,5004,11,2572.61,2700,64.89
5006,5006,11,885.0,900,0.0
5049,5049,11,1365.95,1500,85.84
5124,5124,11,1129.26,1200,38.44
5153,5153,11,1172.0,1200,0.0
5155,5155,11,2017.73,2100,12.27
5162,5162,11,539.88,600,40.12
5172,5172,11,565.9,600,14.1
5188,5188,11,1104.05,1200,75.76
5024,5024,11,1145.46,1200,26.62
5051,5051,11,526.53,600,0.0
5053,5053,11,587.2,600,0.0
5106,5106,11,1719.71,1800,2.11
5074,5074,11,2115.03,2400,229.17
5096,5096,11,192.4,600,402.89
5135,5135,11,1139.86,1200,36.51
5122,5122,11,1056.08,1100,43.92
5159,5159,11,1159.16,1200,2.45
4124,4124,11,2254.37,3000,665.63
4159,4159,11,489.72,600,60.28
4165,4165,11,1404.37,1500,39.16
4246,4246,11,2216.32,2400,120.89
4283,4283,11,1106.53,1200,65.19
4296,4296,11,2643.0,2800,107.2
4151,4151,11,1173.62,1200,0.74
4167,4167,11,3056.15,3200,67.38
4170,4170,11,1990.04,2100,44.32
4214,4214,11,1164.67,1200,5.93
4215,4215,11,678.83,700,1.17
4194,4194,11,1136.87,1200,33.13
4205,4205,11,1721.91,1800,78.09
4206,4206,11,584.0,600,1.94
4216,4216,11,558.44,600,27.59
4241,4241,11,557.43,600,22.57
4275,4275,11,1451.0,1500,0.0
4360,4360,11,1235.78,1500,234.54
4364,4364,11,2051.82,2100,10.45
4372,4372,11,1943.53,2000,0.0
4381,4381,11,1758.08,1800,9.46
4269,4269,11,1468.67,1800,231.33
4285,4285,11,3511.82,3900,285.22
4297,4297,11,1725.46,1800,47.98
4324,4324,11,1123.51,1200,26.49
4219,4219,11,537.79,600,42.21
4221,4221,11,1106.47,1200,56.18
4231,4231,11,876.26,900,0.2
4301,4301,11,534.82,600,52.3
4325,4325,11,1991.0,2100,25.0
4449,4449,11,943.38,1000,39.66
4450,4450,11,1690.88,1800,69.11
4472,4472,11,1463.67,1500,0.41
4359,4359,11,564.75,600,5.25
4368,4368,11,2316.76,2400,41.14
4373,4373,11,575.14,600,4.86
4329,4329,11,879.19,900,20.81
4418,4418,11,1182.77,1200,0.0
4441,4441,11,1398.94,1500,55.06
4377,4377,11,515.11,600,74.76
4393,4393,11,1134.65,1200,15.35
4406,4406,11,1429.3,1500,0.7
4541,4541,11,1166.63,1200,33.37
4442,4442,11,2632.47,2700,0.0
4507,4507,11,2982.47,3000,0.0
4511,4511,11,2326.53,2400,6.69
4470,4470,11,559.78,600,29.64
4485,4485,11,2660.81,2700,39.19
4537,4537,11,1961.13,2100,0.0
4493,4493,11,2436.78,3000,488.22
4495,4495,11,579.99,600,0.01
4508,4508,11,549.7,600,0.3
4544,4544,11,1686.98,1800,72.53
4694,4694,11,1385.34,1500,64.66
4533,4533,11,579.68,600,6.61
4571,4571,11,1350.56,1800,349.44
4638,4638,11,1738.79,1800,21.21
4558,4558,11,1099.92,1200,50.08
4573,4573,11,2388.4,2400,11.6
4576,4576,11,570.97,600,12.54
4586,4586,11,1157.24,1200,4.92
4608,4608,11,1176.66,1200,4.8
4610,4610,11,1553.13,1600,20.02
4652,4652,11,1164.2,1200,12.73
3600,3600,11,2487.61,2700,144.9
3652,3652,11,2193.11,2700,465.42
3661,3661,11,1463.74,1500,3.11
3666,3666,11,2956.9,3100,90.46
3711,3711,11,3119.67,3300,77.39
3714,3714,11,1777.61,1800,0.0
3735,3735,11,1091.3,1800,8.7
3746,3746,11,2101.94,2400,237.4
3776,3776,11,572.24,600,7.76
3784,3784,11,1729.48,1800,24.49
3791,3791,11,491.3,600,8.7
3802,3802,11,1671.45,1800,79.26
3849,3849,11,3192.04,3600,336.33
3858,3858,11,1742.17,1800,14.23
3782,3782,11,1153.34,1200,6.9
3783,3783,11,1702.08,1800,56.61
3675,3675,11,583.62,600,0.0
3690,3690,11,1704.64,1800,49.13
3694,3694,11,512.01,600,67.99
3696,3696,11,470.89,600,79.11
3716,3716,11,1684.75,1800,43.25
3722,3722,11,1154.42,1200,16.82
3818,3818,11,1715.74,1800,35.3
3825,3825,11,2049.08,2400,290.92
3890,3890,11,1158.69,1200,0.0
3905,3905,11,1744.37,1800,22.92
3937,3937,11,1752.17,1800,8.15
3850,3850,11,1156.91,1200,10.21
3906,3906,11,287.06,300,3.46
3785,3785,11,1100.55,1200,73.25
3830,3830,11,1194.8,1500,255.2
3837,3837,11,808.89,900,68.53
3841,3841,11,1409.73,1500,55.06
3912,3912,11,1413.45,1500,38.96
3916,3916,11,589.23,600,0.33
3943,3943,11,434.53,600,153.56
3953,3953,11,585.98,600,0.0
3983,3983,11,1468.56,1500,3.66
3986,3986,11,1207.34,1300,57.69
4023,4023,11,548.01,600,37.97
4052,4052,11,412.42,600,178.61
4063,4063,11,1118.91,1200,1.09
4074,4074,11,578.67,600,1.33
3950,3950,11,3170.94,3300,57.02
3979,3979,11,2136.03,2400,167.97
3985,3985,11,502.7,600,47.3
3997,3997,11,2955.43,3000,0.03
3964,3964,11,2293.82,2400,31.61
4075,4075,11,2253.78,2400,53.24
4090,4090,11,1401.17,1500,72.24
4104,4104,11,514.27,600,65.73
4046,4046,11,994.77,1200,183.05
4049,4049,11,1171.97,1200,1.25
4079,4079,11,571.67,600,8.33
4131,4131,11,543.45,600,47.04
3988,3988,11,1729.71,1800,20.29
3990,3990,11,775.45,900,94.55
4045,4045,11,2402.76,2700,220.14
4078,4078,11,407.68,2000,92.32
4067,4067,11,1334.39,1800,428.68
4087,4087,11,2859.35,3000,91.15
4088,4088,11,569.46,600,30.54
4095,4095,11,985.39,3000,14.61
4111,4111,11,2043.3,2100,5.69
3029,3029,11,1137.98,1200,17.02
3078,3078,11,2212.07,2700,421.53
3027,3027,11,1633.14,1800,128.31
3043,3043,11,873.67,900,0.0
3047,3047,11,1000.48,1200,149.52
3076,3076,11,0.0,2100,0.0
3003,3003,11,1449.26,1500,12.54
3032,3032,11,1542.67,2400,822.25
3055,3055,11,1974.32,2100,67.1
3135,3135,11,1719.11,1800,40.22
3154,3154,11,2070.06,2100,0.0
3174,3174,11,1982.56,2700,0.82
3175,3175,11,2129.49,2300,0.0
3180,3180,11,1416.51,1500,46.35
3127,3127,11,1733.42,1800,23.1
3143,3143,11,501.95,600,48.05
3113,3113,11,576.42,600,12.9
3158,3158,11,1106.19,1200,0.0
3162,3162,11,577.29,600,0.0
3163,3163,11,1350.17,2100,0.0
3091,3091,11,1687.91,1800,0.0
3206,3206,11,1997.83,2400,351.62
3255,3255,11,3127.48,3300,172.52
3312,3312,11,1976.79,2100,69.42
3275,3275,11,2778.94,3000,131.99
3284,3284,11,2770.72,3000,89.28
3194,3194,11,1719.73,1800,0.0
3200,3200,11,2275.47,2400,0.0
3235,3235,11,2817.55,3000,115.62
3243,3243,11,368.0,600,0.0
3222,3222,11,2044.49,2200,55.51
3231,3231,11,732.04,900,104.04
3262,3262,11,579.63,600,1.39
3274,3274,11,1344.76,1500,155.24
3302,3302,11,589.59,600,0.0
3458,3458,11,590.53,600,0.0
3332,3332,11,2929.32,3000,19.66
3365,3365,11,3192.18,3300,28.52
3368,3368,11,6201.91,6400,0.0
3283,3283,11,2049.3,2100,11.96
3301,3301,11,1994.67,2100,57.88
3316,3316,11,652.4,700,31.65
3361,3361,11,811.08,1200,373.0
3386,3386,11,1126.47,1200,16.54
3389,3389,11,2372.3,2400,0.0
3489,3489,11,2045.81,2100,16.26
3505,3505,11,580.0,600,0.0
3525,3525,11,1797.02,1800,0.0
3402,3402,11,2002.92,2100,60.4
3491,3491,11,2998.31,3100,16.43
3454,3454,11,3338.46,4000,61.54
3467,3467,11,3581.21,3600,0.0
3416,3416,11,1139.44,1200,39.23
3480,3480,11,476.09,600,93.91
3496,3496,11,1453.6,1500,9.82
3521,3521,11,2258.11,2700,75.47
3535,3535,11,3028.56,3300,134.03
3536,3536,11,1445.78,1500,26.92
3587,3587,11,1181.96,1200,0.0
3621,3621,11,2593.1,3300,646.67
3703,3703,11,1663.11,1800,55.45
3712,3712,11,854.23,900,26.19
3740,3740,11,1073.33,1200,97.72
3647,3647,11,558.59,600,21.41
2522,2522,11,3278.98,3400,39.03
2570,2570,11,2962.38,3000,37.62
2578,2578,11,1132.83,1200,36.79
2627,2627,11,574.32,600,7.2
2657,2657,11,588.13,600,0.75
2678,2678,11,1754.75,1800,5.25
2681,2681,11,455.97,600,119.03
2637,2637,11,2835.26,3000,138.59
2662,2662,11,566.4,600,20.03
2664,2664,11,1426.11,1500,46.93
2667,2667,11,2843.86,3000,79.28
2674,2674,11,2966.69,3600,533.31
2680,2680,11,2661.88,2800,71.53
2734,2734,11,1924.35,2100,118.52
2790,2790,11,595.0,600,5.0
2661,2661,11,4076.49,4200,0.51
2671,2671,11,1189.27,1200,6.19
2672,2672,11,1407.6,1500,42.4
2685,2685,11,598.62,600,0.0
2698,2698,11,837.72,900,48.38
2709,2709,11,861.75,900,1.44
2721,2721,11,2353.99,2400,2.32
2725,2725,11,2887.53,3000,112.47
2749,2749,11,2228.59,2400,104.44
2778,2778,11,2565.0,2700,61.22
2786,2786,11,1456.5,1500,0.0
2793,2793,11,3271.27,3300,28.73
2796,2796,11,880.43,900,3.89
2798,2798,11,2413.5,3000,509.85
2703,2703,11,868.4,900,15.18
2710,2710,11,778.79,900,0.0
2718,2718,11,2298.31,2400,58.41
2795,2795,11,2033.67,2100,16.01
2809,2809,11,3402.32,3500,20.71
2817,2817,11,2019.39,2700,0.0
2851,2851,11,1730.78,1800,19.07
2914,2914,11,1127.59,1200,35.17
2915,2915,11,3725.26,3900,66.04
2800,2800,11,1403.5,1500,0.0
2876,2876,11,1733.38,1800,0.0
2812,2812,11,1624.87,1700,44.41
2824,2824,11,2179.15,2400,153.53
2844,2844,11,2804.04,3300,414.89
2848,2848,11,594.32,600,0.0
2850,2850,11,538.3,600,41.7
2867,2867,11,1438.4,1500,20.72
2868,2868,11,1436.39,1500,13.61
2932,2932,11,4546.89,4800,113.94
2969,2969,11,2326.92,2400,13.08
2936,2936,11,238.8,300,11.2
2973,2973,11,2019.54,2100,5.76
2902,2902,11,2208.59,2400,154.14
2904,2904,11,2534.41,2700,107.81
2963,2963,11,868.89,900,9.36
2967,2967,11,577.96,600,0.93
2979,2979,11,1179.02,1200,0.0
2880,2880,11,566.69,600,3.31
2905,2905,11,1456.69,1500,6.86
2919,2919,11,1167.15,1200,11.75
2922,2922,11,582.0,600,3.29
2926,2926,11,1751.93,1800,6.18
3095,3095,11,1630.93,2100,430.09
3016,3016,11,3799.07,3900,28.82
3023,3023,11,1913.02,2300,332.59
1893,1893,11,2231.52,2400,68.48
1949,1949,11,6188.1,6400,48.26
1869,1869,11,1143.14,1200,56.86
1908,1908,11,2826.42,3000,53.58
1913,1913,11,245.23,300,4.77
1918,1918,11,4464.19,5100,481.9
1964,1964,11,2200.5,2700,499.5
1950,1950,11,4334.61,4500,24.02
1997,1997,11,4613.71,4800,36.29
2018,2018,11,548.33,600,21.67
2033,2033,11,510.16,600,89.84
2009,2009,11,4537.97,4800,127.64
2030,2030,11,428.65,600,61.35
1987,1987,11,5892.69,9000,65.66
1972,1972,11,2794.25,3000,55.75
1977,1977,11,342.01,600,207.99
2044,2044,11,4065.78,4200,36.03
2057,2057,11,2917.93,3000,80.09
2074,2074,11,1503.53,1800,272.15
2167,2167,11,1730.93,1800,18.49
2119,2119,11,1988.23,2100,21.36
2078,2078,11,1045.48,2400,1354.52
2086,2086,11,3693.41,3900,136.38
2123,2123,11,4620.08,4800,37.28
2114,2114,11,3396.34,3600,102.91
2144,2144,11,2214.58,2400,31.14
2162,2162,11,4604.22,4800,47.69
2207,2207,11,2034.78,2700,8.88
2215,2215,11,1472.5,1500,0.02
2218,2218,11,1646.09,1800,76.81
2230,2230,11,1168.05,1200,3.7
2275,2275,11,2915.37,3000,14.35
2225,2225,11,3048.85,3100,0.0
2231,2231,11,1790.39,2100,259.98
2368,2368,11,1945.41,2100,97.36
2256,2256,11,2847.64,3100,177.05
2284,2284,11,3686.51,4500,694.11
2341,2341,11,4341.31,4500,53.9
2387,2387,11,1659.88,1800,100.43
2407,2407,11,550.29,600,9.71
2445,2445,11,1425.49,1500,28.33
2464,2464,11,583.51,600,2.1
2364,2364,11,2829.95,3000,70.05
2378,2378,11,1138.69,1200,32.7
2419,2419,11,2323.7,2400,16.29
2433,2433,11,585.87,600,3.52
2448,2448,11,1982.66,2100,60.84
2379,2379,11,2410.18,2700,231.48
2406,2406,11,1843.06,2100,222.6
2460,2460,11,2018.42,2100,15.57
2420,2420,11,2985.61,3100,14.39
2437,2437,11,4666.8,4800,8.76
2468,2468,11,548.11,600,31.89
2491,2491,11,4170.06,4400,112.36
2511,2511,11,575.71,600,11.13
2498,2498,11,563.1,600,22.82
2507,2507,11,3519.36,3600,0.0
2558,2558,11,797.63,900,52.37
2572,2572,11,2987.11,3000,12.89
2478,2478,11,1130.75,1200,19.25
2514,2514,11,1113.02,1200,86.98
2553,2553,11,2027.86,2100,42.48
2597,2597,11,1153.2,1200,13.98
2519,2519,11,3214.99,3300,13.03
1230,1230,11,2608.67,3300,589.61
1250,1250,11,5450.61,5800,232.84
1268,1268,11,1114.52,1200,61.4
1266,1266,11,3812.48,3900,0.88
1286,1286,11,5597.32,6100,401.88
1296,1296,11,4438.36,4800,0.0
1304,1304,11,1818.61,2000,137.6
1326,1326,11,2867.95,3000,12.05
1330,1330,11,1085.69,1200,90.58
1282,1282,11,732.76,750,4.6
1284,1284,11,1131.73,1200,37.85
1301,1301,11,2920.13,3000,79.87
1329,1329,11,3944.05,4200,135.36
1374,1374,11,1763.31,2100,336.69
1387,1387,11,4668.57,4800,131.43
1394,1394,11,1167.34,1200,3.5
1396,1396,11,3673.29,4200,446.09
1400,1400,11,2273.32,2400,69.79
1445,1445,11,3666.92,3900,133.92
1407,1407,11,1892.13,2100,0.0
1450,1450,11,4666.52,4800,171.0
1472,1472,11,2809.24,3000,40.76
1479,1479,11,3543.86,3900,226.14
1489,1489,11,2187.12,2400,0.0
1490,1490,11,3064.25,3900,167.76
1531,1531,11,3143.12,3300,84.68
1543,1543,11,2156.99,2200,60.97
1496,1496,11,2025.33,2100,13.25
1558,1558,11,1173.94,1200,0.0
1578,1578,11,581.17,600,4.53
1556,1556,11,2556.16,2700,87.72
1598,1598,11,2175.77,2400,164.85
1542,1542,11,2361.72,2400,0.0
1579,1579,11,1403.83,1500,69.84
1606,1606,11,1613.54,1800,145.3
1633,1633,11,1735.65,1800,3.19
1646,1646,11,3973.79,4200,94.75
1626,1626,11,1674.55,1800,45.45
1718,1718,11,3386.34,3600,132.85
1653,1653,11,2887.08,3000,44.04
1726,1726,11,1866.26,2100,171.92
1667,1667,11,1135.69,1200,43.3
1675,1675,11,3558.9,3900,221.1
1737,1737,11,510.04,600,79.97
1756,1756,11,1727.29,1800,22.66
1768,1768,11,5127.49,5200,0.0
1770,1770,11,4583.29,4800,85.03
1838,1838,11,1635.4,1700,26.91
1745,1745,11,1145.31,1200,33.04
1777,1777,11,2017.12,2100,17.98
1788,1788,11,440.01,600,139.99
1729,1729,11,1676.83,1800,74.01
1735,1735,11,523.81,600,22.55
1751,1751,11,1388.09,2400,851.74
1780,1780,11,545.25,600,41.61
1807,1807,11,868.96,900,1.04
1779,1779,11,2907.99,3000,39.73
1791,1791,11,2547.18,2700,81.45
1896,1896,11,1747.41,1800,20.06
1920,1920,11,4683.33,4900,216.67
1877,1877,11,4396.3,4500,0.8
1900,1900,11,5037.62,5200,31.73
1907,1907,11,4603.31,5100,345.8
1822,1822,11,1614.06,1800,85.94
609,609,11,4354.77,4500,15.92
616,616,11,2514.46,2700,44.87
625,625,11,5855.18,6100,133.3
633,633,11,850.96,1200,317.42
618,618,11,1156.15,1200,24.36
650,650,11,4807.48,4900,0.0
699,699,11,4136.95,4300,38.44
667,667,11,1765.91,1800,0.0
688,688,11,3053.7,3600,46.3
758,758,11,2876.32,3000,31.44
